,Street,City,State,Zip,Census Tract,Census Block,GEOID
2623,NA,Chicago,IL,,,,
2624,NA,Chicago,IL,,,,
2625,NA,Chicago,IL,,,,
2626,NA,Chicago,IL,,,,
2627,NA,Chicago,IL,,,,
2628,NA,Chicago,IL,,,,
2629,NA,Chicago,IL,,,,
2630,NA,Chicago,IL,,,,
2631,NA,Chicago,IL,,,,
2632,NA,Chicago,IL,,,,
2633,NA,Chicago,IL,,,,
2634,2316 W ARTHUR AVE,Chicago,IL,60645,,,170310205002
2635,2310 W ARTHUR AVE,Chicago,IL,60645,,,170310205002
2636,NA,Chicago,IL,,,,
2637,NA,Chicago,IL,,,,
2638,NA,Chicago,IL,,,,
2639,NA,Chicago,IL,,,,
2640,NA,Chicago,IL,,,,
2641,NA,Chicago,IL,,,,
2642,NA,Chicago,IL,,,,
2643,NA,Chicago,IL,,,,
2644,NA,Chicago,IL,,,,
2645,NA,Chicago,IL,,,,
2646,NA,Chicago,IL,,,,
2647,NA,Chicago,IL,,,,
2648,6430 N CLAREMONT AVE,Chicago,IL,60645,,,170310205002
2649,NA,Chicago,IL,,,,
2650,NA,Chicago,IL,,,,
2651,NA,Chicago,IL,,,,
2652,NA,Chicago,IL,,,,
2653,NA,Chicago,IL,,,,
2654,NA,Chicago,IL,,,,
2655,NA,Chicago,IL,,,,
2656,NA,Chicago,IL,,,,
2657,NA,Chicago,IL,,,,
2658,NA,Chicago,IL,,,,
2659,6425 N CLAREMONT AVE,Chicago,IL,60645,,,170310205002
2660,6421 N CLAREMONT AVE,Chicago,IL,60645,,,170310205002
2661,6424 N OAKLEY AVE,Chicago,IL,60645,,,170310205002
2662,6412 N OAKLEY AVE,Chicago,IL,60645,,,170310205002
2663,NA,Chicago,IL,,,,
2664,NA,Chicago,IL,,,,
2665,NA,Chicago,IL,,,,
2666,NA,Chicago,IL,,,,
2667,NA,Chicago,IL,,,,
2668,NA,Chicago,IL,,,,
2669,NA,Chicago,IL,,,,
2670,NA,Chicago,IL,,,,
2671,NA,Chicago,IL,,,,
2672,2219 W ARTHUR AVE,Chicago,IL,60645,,,170310205004
2673,6419 N BELL AVE,Chicago,IL,60645,,,170310205004
2674,6454 N LEAVITT ST,Chicago,IL,60645,,,170310205004
2675,NA,Chicago,IL,,,,
2676,NA,Chicago,IL,,,,
2677,NA,Chicago,IL,,,,
2678,NA,Chicago,IL,,,,
2679,NA,Chicago,IL,,,,
2680,6423 N LEAVITT ST,Chicago,IL,60645,,,170310205004
2681,NA,Chicago,IL,,,,
2682,6431 N HAMILTON AVE,Chicago,IL,60645,,,170310205001
2683,6428 N HOYNE AVE,Chicago,IL,60645,,,170310205001
2684,NA,Chicago,IL,,,,
2685,NA,Chicago,IL,,,,
2686,NA,Chicago,IL,,,,
2687,NA,Chicago,IL,,,,
2688,NA,Chicago,IL,,,,
2689,NA,Chicago,IL,,,,
2690,2044 W DEVON AVE,Chicago,IL,60659,,,170310205001
2691,NA,Chicago,IL,,,,
2692,NA,Chicago,IL,,,,
2693,NA,Chicago,IL,,,,
2694,NA,Chicago,IL,,,,
2695,NA,Chicago,IL,,,,
2696,NA,Chicago,IL,,,,
2697,NA,Chicago,IL,,,,
2698,NA,Chicago,IL,,,,
2699,NA,Chicago,IL,,,,
2700,NA,Chicago,IL,,,,
2701,NA,Chicago,IL,,,,
2702,NA,Chicago,IL,,,,
2703,NA,Chicago,IL,,,,
2704,NA,Chicago,IL,,,,
2705,NA,Chicago,IL,,,,
2706,6504 N WINCHESTER AVE,Chicago,IL,60626,,,170310205001
2707,NA,Chicago,IL,,,,
2708,NA,Chicago,IL,,,,
2709,NA,Chicago,IL,,,,
2710,NA,Chicago,IL,,,,
2711,NA,Chicago,IL,,,,
2712,NA,Chicago,IL,,,,
2713,NA,Chicago,IL,,,,
2714,NA,Chicago,IL,,,,
2715,NA,Chicago,IL,,,,
2716,NA,Chicago,IL,,,,
2717,NA,Chicago,IL,,,,
2718,NA,Chicago,IL,,,,
2719,NA,Chicago,IL,,,,
2720,NA,Chicago,IL,,,,
2721,NA,Chicago,IL,,,,
2722,NA,Chicago,IL,,,,
2723,NA,Chicago,IL,,,,
2724,NA,Chicago,IL,,,,
2725,NA,Chicago,IL,,,,
2726,NA,Chicago,IL,,,,
2727,NA,Chicago,IL,,,,
2728,NA,Chicago,IL,,,,
2729,NA,Chicago,IL,,,,
2730,NA,Chicago,IL,,,,
2731,NA,Chicago,IL,,,,
2732,1740 W COLUMBIA AVE,Chicago,IL,60626,,,170318306004
2733,6755 N RAVENSWOOD AVE,Chicago,IL,60626,,,170318306004
2734,NA,Chicago,IL,,,,
2735,NA,Chicago,IL,,,,
2736,NA,Chicago,IL,,,,
2737,NA,Chicago,IL,,,,
2738,NA,Chicago,IL,,,,
2739,NA,Chicago,IL,,,,
2740,NA,Chicago,IL,,,,
2741,NA,Chicago,IL,,,,
2742,NA,Chicago,IL,,,,
2743,NA,Chicago,IL,,,,
2744,NA,Chicago,IL,,,,
2745,NA,Chicago,IL,,,,
2746,NA,Chicago,IL,,,,
2747,NA,Chicago,IL,,,,
2748,NA,Chicago,IL,,,,
2749,NA,Chicago,IL,,,,
2750,NA,Chicago,IL,,,,
2751,NA,Chicago,IL,,,,
2752,NA,Chicago,IL,,,,
2753,NA,Chicago,IL,,,,
2754,NA,Chicago,IL,,,,
2755,NA,Chicago,IL,,,,
2756,NA,Chicago,IL,,,,
2757,NA,Chicago,IL,,,,
2758,NA,Chicago,IL,,,,
2759,NA,Chicago,IL,,,,
2760,NA,Chicago,IL,,,,
2761,NA,Chicago,IL,,,,
2762,NA,Chicago,IL,,,,
2763,NA,Chicago,IL,,,,
2764,NA,Chicago,IL,,,,
2765,6722 N ASHLAND AVE,Chicago,IL,60626,,,170318306002
2766,NA,Chicago,IL,,,,
2767,NA,Chicago,IL,,,,
2768,NA,Chicago,IL,,,,
2769,NA,Chicago,IL,,,,
2770,NA,Chicago,IL,,,,
2771,NA,Chicago,IL,,,,
2772,NA,Chicago,IL,,,,
2773,NA,Chicago,IL,,,,
2774,1759 W NORTH SHORE AVE,Chicago,IL,60626,,,170318306004
2775,1732 W WALLEN AVE,Chicago,IL,60626,,,170318306004
2776,1718 W WALLEN AVE,Chicago,IL,60626,,,170318306004
2777,NA,Chicago,IL,,,,
2778,NA,Chicago,IL,,,,
2779,NA,Chicago,IL,,,,
2780,NA,Chicago,IL,,,,
2781,NA,Chicago,IL,,,,
2782,NA,Chicago,IL,,,,
2783,NA,Chicago,IL,,,,
2784,NA,Chicago,IL,,,,
2785,NA,Chicago,IL,,,,
2786,NA,Chicago,IL,,,,
2787,NA,Chicago,IL,,,,
2788,NA,Chicago,IL,,,,
2789,1630 W ALBION AVE,Chicago,IL,60626,,,170318306002
2790,NA,Chicago,IL,,,,
2791,NA,Chicago,IL,,,,
2792,NA,Chicago,IL,,,,
2793,NA,Chicago,IL,,,,
2794,NA,Chicago,IL,,,,
2795,NA,Chicago,IL,,,,
2796,NA,Chicago,IL,,,,
2797,NA,Chicago,IL,,,,
2798,NA,Chicago,IL,,,,
2799,NA,Chicago,IL,,,,
2800,NA,Chicago,IL,,,,
2801,NA,Chicago,IL,,,,
2802,NA,Chicago,IL,,,,
2803,NA,Chicago,IL,,,,
2804,NA,Chicago,IL,,,,
2805,1709 W ALBION AVE,Chicago,IL,60626,,,170318306003
2806,1752 W ARTHUR AVE,Chicago,IL,60626,,,170318306003
2807,NA,Chicago,IL,,,,
2808,NA,Chicago,IL,,,,
2809,NA,Chicago,IL,,,,
2810,6526 N ASHLAND AVE,Chicago,IL,60626,,,170318306003
2811,1773 W ARTHUR AVE,Chicago,IL,60626,,,170318306003
2812,NA,Chicago,IL,,,,
2813,6427 N HERMITAGE AVE,Chicago,IL,60626,,,170318306003
2814,NA,Chicago,IL,,,,
2815,1612 W DEVON AVE,Chicago,IL,60660,,,170318306003
2816,7132 N GREENVIEW AVE,Chicago,IL,60626,,,170310106002
2817,1542 W ESTES AVE,Chicago,IL,60626,,,170310106002
2818,1526 W ESTES AVE,Chicago,IL,60626,,,170310106002
2819,NA,Chicago,IL,,,,
2820,NA,Chicago,IL,,,,
2821,NA,Chicago,IL,,,,
2822,NA,Chicago,IL,,,,
2823,NA,Chicago,IL,,,,
2824,1428 W ESTES AVE,Chicago,IL,60626,,,170310106002
2825,1423 W TOUHY AVE,Chicago,IL,60626,,,170310106002
2826,1407 W TOUHY AVE,Chicago,IL,60626,,,170310106002
2827,NA,Chicago,IL,,,,
2828,NA,Chicago,IL,,,,
2829,NA,Chicago,IL,,,,
2830,NA,Chicago,IL,,,,
2831,NA,Chicago,IL,,,,
2832,NA,Chicago,IL,,,,
2833,NA,Chicago,IL,,,,
2834,NA,Chicago,IL,,,,
2835,NA,Chicago,IL,,,,
2836,NA,Chicago,IL,,,,
2837,NA,Chicago,IL,,,,
2838,NA,Chicago,IL,,,,
2839,NA,Chicago,IL,,,,
2840,NA,Chicago,IL,,,,
2841,NA,Chicago,IL,,,,
2842,NA,Chicago,IL,,,,
2843,NA,Chicago,IL,,,,
2844,NA,Chicago,IL,,,,
2845,NA,Chicago,IL,,,,
2846,NA,Chicago,IL,,,,
2847,NA,Chicago,IL,,,,
2848,NA,Chicago,IL,,,,
2849,NA,Chicago,IL,,,,
2850,NA,Chicago,IL,,,,
2851,NA,Chicago,IL,,,,
2852,NA,Chicago,IL,,,,
2853,NA,Chicago,IL,,,,
2854,NA,Chicago,IL,,,,
2855,NA,Chicago,IL,,,,
2856,NA,Chicago,IL,,,,
2857,NA,Chicago,IL,,,,
2858,NA,Chicago,IL,,,,
2859,NA,Chicago,IL,,,,
2860,NA,Chicago,IL,,,,
2861,NA,Chicago,IL,,,,
2862,NA,Chicago,IL,,,,
2863,NA,Chicago,IL,,,,
2864,NA,Chicago,IL,,,,
2865,NA,Chicago,IL,,,,
2866,NA,Chicago,IL,,,,
2867,NA,Chicago,IL,,,,
2868,NA,Chicago,IL,,,,
2869,NA,Chicago,IL,,,,
2870,NA,Chicago,IL,,,,
2871,NA,Chicago,IL,,,,
2872,NA,Chicago,IL,,,,
2873,NA,Chicago,IL,,,,
2874,NA,Chicago,IL,,,,
2875,NA,Chicago,IL,,,,
2876,NA,Chicago,IL,,,,
2877,NA,Chicago,IL,,,,
2878,NA,Chicago,IL,,,,
2879,NA,Chicago,IL,,,,
2880,NA,Chicago,IL,,,,
2881,NA,Chicago,IL,,,,
2882,1415 W ESTES AVE,Chicago,IL,60626,,,170310106002
2883,7061 N GREENVIEW AVE,Chicago,IL,60626,,,170310106002
2884,1424 W GREENLEAF AVE,Chicago,IL,60626,,,170310106002
2885,NA,Chicago,IL,,,,
2886,NA,Chicago,IL,,,,
2887,NA,Chicago,IL,,,,
2888,NA,Chicago,IL,,,,
2889,NA,Chicago,IL,,,,
2890,NA,Chicago,IL,,,,
2891,NA,Chicago,IL,,,,
2892,NA,Chicago,IL,,,,
2893,NA,Chicago,IL,,,,
2894,NA,Chicago,IL,,,,
2895,NA,Chicago,IL,,,,
2896,NA,Chicago,IL,,,,
2897,NA,Chicago,IL,,,,
2898,NA,Chicago,IL,,,,
2899,NA,Chicago,IL,,,,
2900,NA,Chicago,IL,,,,
2901,NA,Chicago,IL,,,,
2902,NA,Chicago,IL,,,,
2903,NA,Chicago,IL,,,,
2904,NA,Chicago,IL,,,,
2905,NA,Chicago,IL,,,,
2906,NA,Chicago,IL,,,,
2907,7020 N GREENVIEW AVE,Chicago,IL,60626,,,170310106004
2908,1508 W LUNT AVE,Chicago,IL,60626,,,170310106004
2909,NA,Chicago,IL,,,,
2910,NA,Chicago,IL,,,,
2911,NA,Chicago,IL,,,,
2912,NA,Chicago,IL,,,,
2913,NA,Chicago,IL,,,,
2914,NA,Chicago,IL,,,,
2915,NA,Chicago,IL,,,,
2916,NA,Chicago,IL,,,,
2917,NA,Chicago,IL,,,,
2918,NA,Chicago,IL,,,,
2919,NA,Chicago,IL,,,,
2920,NA,Chicago,IL,,,,
2921,NA,Chicago,IL,,,,
2922,NA,Chicago,IL,,,,
2923,NA,Chicago,IL,,,,
2924,NA,Chicago,IL,,,,
2925,NA,Chicago,IL,,,,
2926,NA,Chicago,IL,,,,
2927,NA,Chicago,IL,,,,
2928,NA,Chicago,IL,,,,
2929,NA,Chicago,IL,,,,
2930,NA,Chicago,IL,,,,
2931,NA,Chicago,IL,,,,
2932,NA,Chicago,IL,,,,
2933,NA,Chicago,IL,,,,
2934,NA,Chicago,IL,,,,
2935,NA,Chicago,IL,,,,
2936,NA,Chicago,IL,,,,
2937,NA,Chicago,IL,,,,
2938,NA,Chicago,IL,,,,
2939,NA,Chicago,IL,,,,
2940,1328 W LUNT AVE,Chicago,IL,60626,,,170310105011
2941,1240 W LUNT AVE,Chicago,IL,60626,,,170310105011
2942,1228 W LUNT AVE,Chicago,IL,60626,,,170310105011
2943,1224 W LUNT AVE,Chicago,IL,60626,,,170310105011
2944,NA,Chicago,IL,,,,
2945,NA,Chicago,IL,,,,
2946,NA,Chicago,IL,,,,
2947,NA,Chicago,IL,,,,
2948,NA,Chicago,IL,,,,
2949,NA,Chicago,IL,,,,
2950,NA,Chicago,IL,,,,
2951,NA,Chicago,IL,,,,
2952,NA,Chicago,IL,,,,
2953,NA,Chicago,IL,,,,
2954,NA,Chicago,IL,,,,
2955,NA,Chicago,IL,,,,
2956,NA,Chicago,IL,,,,
2957,NA,Chicago,IL,,,,
2958,NA,Chicago,IL,,,,
2959,NA,Chicago,IL,,,,
2960,NA,Chicago,IL,,,,
2961,NA,Chicago,IL,,,,
2962,NA,Chicago,IL,,,,
2963,NA,Chicago,IL,,,,
2964,NA,Chicago,IL,,,,
2965,6931 N ASHLAND AVE,Chicago,IL,0,,,170310106001
2966,NA,Chicago,IL,,,,
2967,NA,Chicago,IL,,,,
2968,NA,Chicago,IL,,,,
2969,NA,Chicago,IL,,,,
2970,NA,Chicago,IL,,,,
2971,NA,Chicago,IL,,,,
2972,NA,Chicago,IL,,,,
2973,NA,Chicago,IL,,,,
2974,NA,Chicago,IL,,,,
2975,NA,Chicago,IL,,,,
2976,NA,Chicago,IL,,,,
2977,NA,Chicago,IL,,,,
2978,NA,Chicago,IL,,,,
2979,NA,Chicago,IL,,,,
2980,NA,Chicago,IL,,,,
2981,NA,Chicago,IL,,,,
2982,NA,Chicago,IL,,,,
2983,NA,Chicago,IL,,,,
2984,NA,Chicago,IL,,,,
2985,NA,Chicago,IL,,,,
2986,NA,Chicago,IL,,,,
2987,NA,Chicago,IL,,,,
2988,NA,Chicago,IL,,,,
2989,NA,Chicago,IL,,,,
2990,NA,Chicago,IL,,,,
2991,NA,Chicago,IL,,,,
2992,NA,Chicago,IL,,,,
2993,NA,Chicago,IL,,,,
2994,NA,Chicago,IL,,,,
2995,NA,Chicago,IL,,,,
2996,NA,Chicago,IL,,,,
2997,NA,Chicago,IL,,,,
2998,NA,Chicago,IL,,,,
2999,NA,Chicago,IL,,,,
3000,NA,Chicago,IL,,,,
3001,NA,Chicago,IL,,,,
3002,NA,Chicago,IL,,,,
3003,NA,Chicago,IL,,,,
3004,NA,Chicago,IL,,,,
3005,NA,Chicago,IL,,,,
3006,NA,Chicago,IL,,,,
3007,NA,Chicago,IL,,,,
3008,NA,Chicago,IL,,,,
3009,NA,Chicago,IL,,,,
3010,NA,Chicago,IL,,,,
3011,NA,Chicago,IL,,,,
3012,1442 W FARWELL AVE,Chicago,IL,60626,,,170310106001
3013,NA,Chicago,IL,,,,
3014,NA,Chicago,IL,,,,
3015,NA,Chicago,IL,,,,
3016,NA,Chicago,IL,,,,
3017,NA,Chicago,IL,,,,
3018,NA,Chicago,IL,,,,
3019,NA,Chicago,IL,,,,
3020,NA,Chicago,IL,,,,
3021,NA,Chicago,IL,,,,
3022,NA,Chicago,IL,,,,
3023,NA,Chicago,IL,,,,
3024,NA,Chicago,IL,,,,
3025,NA,Chicago,IL,,,,
3026,NA,Chicago,IL,,,,
3027,NA,Chicago,IL,,,,
3028,NA,Chicago,IL,,,,
3029,NA,Chicago,IL,,,,
3030,NA,Chicago,IL,,,,
3031,NA,Chicago,IL,,,,
3032,1524 W PRATT BLVD,Chicago,IL,60626,,,170310106001
3033,NA,Chicago,IL,,,,
3034,NA,Chicago,IL,,,,
3035,NA,Chicago,IL,,,,
3036,NA,Chicago,IL,,,,
3037,NA,Chicago,IL,,,,
3038,NA,Chicago,IL,,,,
3039,NA,Chicago,IL,,,,
3040,NA,Chicago,IL,,,,
3041,NA,Chicago,IL,,,,
3042,NA,Chicago,IL,,,,
3043,NA,Chicago,IL,,,,
3044,NA,Chicago,IL,,,,
3045,NA,Chicago,IL,,,,
3046,NA,Chicago,IL,,,,
3047,NA,Chicago,IL,,,,
3048,NA,Chicago,IL,,,,
3049,NA,Chicago,IL,,,,
3050,NA,Chicago,IL,,,,
3051,NA,Chicago,IL,,,,
3052,NA,Chicago,IL,,,,
3053,NA,Chicago,IL,,,,
3054,NA,Chicago,IL,,,,
3055,NA,Chicago,IL,,,,
3056,NA,Chicago,IL,,,,
3057,NA,Chicago,IL,,,,
3058,NA,Chicago,IL,,,,
3059,NA,Chicago,IL,,,,
3060,NA,Chicago,IL,,,,
3061,NA,Chicago,IL,,,,
3062,NA,Chicago,IL,,,,
3063,NA,Chicago,IL,,,,
3064,NA,Chicago,IL,,,,
3065,NA,Chicago,IL,,,,
3066,NA,Chicago,IL,,,,
3067,NA,Chicago,IL,,,,
3068,1302 W PRATT BLVD,Chicago,IL,60626,,,170310105022
3069,NA,Chicago,IL,,,,
3070,NA,Chicago,IL,,,,
3071,NA,Chicago,IL,,,,
3072,NA,Chicago,IL,,,,
3073,NA,Chicago,IL,,,,
3074,NA,Chicago,IL,,,,
3075,NA,Chicago,IL,,,,
3076,NA,Chicago,IL,,,,
3077,NA,Chicago,IL,,,,
3078,NA,Chicago,IL,,,,
3079,NA,Chicago,IL,,,,
3080,NA,Chicago,IL,,,,
3081,NA,Chicago,IL,,,,
3082,NA,Chicago,IL,,,,
3083,NA,Chicago,IL,,,,
3084,NA,Chicago,IL,,,,
3085,NA,Chicago,IL,,,,
3086,NA,Chicago,IL,,,,
3087,NA,Chicago,IL,,,,
3088,NA,Chicago,IL,,,,
3089,NA,Chicago,IL,,,,
3090,NA,Chicago,IL,,,,
3091,NA,Chicago,IL,,,,
3092,NA,Chicago,IL,,,,
3093,NA,Chicago,IL,,,,
3094,NA,Chicago,IL,,,,
3095,NA,Chicago,IL,,,,
3096,NA,Chicago,IL,,,,
3097,NA,Chicago,IL,,,,
3098,NA,Chicago,IL,,,,
3099,1126 W MORSE AVE,Chicago,IL,60626,,,170310104002
3100,NA,Chicago,IL,,,,
3101,NA,Chicago,IL,,,,
3102,NA,Chicago,IL,,,,
3103,NA,Chicago,IL,,,,
3104,NA,Chicago,IL,,,,
3105,NA,Chicago,IL,,,,
3106,NA,Chicago,IL,,,,
3107,NA,Chicago,IL,,,,
3108,NA,Chicago,IL,,,,
3109,NA,Chicago,IL,,,,
3110,NA,Chicago,IL,,,,
3111,1137 W MORSE AVE,Chicago,IL,60626,,,170310104001
3112,1131 W MORSE AVE,Chicago,IL,60626,,,170310104001
3113,NA,Chicago,IL,,,,
3114,NA,Chicago,IL,,,,
3115,NA,Chicago,IL,,,,
3116,NA,Chicago,IL,,,,
3117,NA,Chicago,IL,,,,
3118,NA,Chicago,IL,,,,
3119,NA,Chicago,IL,,,,
3120,NA,Chicago,IL,,,,
3121,NA,Chicago,IL,,,,
3122,NA,Chicago,IL,,,,
3123,NA,Chicago,IL,,,,
3124,NA,Chicago,IL,,,,
3125,NA,Chicago,IL,,,,
3126,NA,Chicago,IL,,,,
3127,NA,Chicago,IL,,,,
3128,NA,Chicago,IL,,,,
3129,NA,Chicago,IL,,,,
3130,NA,Chicago,IL,,,,
3131,NA,Chicago,IL,,,,
3132,NA,Chicago,IL,,,,
3133,NA,Chicago,IL,,,,
3134,NA,Chicago,IL,,,,
3135,NA,Chicago,IL,,,,
3136,NA,Chicago,IL,,,,
3137,NA,Chicago,IL,,,,
3138,1563 W PRATT BLVD,Chicago,IL,60626,,,170310106001
3139,6723 N ASHLAND AVE,Chicago,IL,60626,,,170310106001
3140,6732 N BOSWORTH AVE,Chicago,IL,60626,,,170310106001
3141,6728 N BOSWORTH AVE,Chicago,IL,60626,,,170310106001
3142,NA,Chicago,IL,,,,
3143,6709 N BOSWORTH AVE,Chicago,IL,60626,,,170310106001
3144,NA,Chicago,IL,,,,
3145,NA,Chicago,IL,,,,
3146,NA,Chicago,IL,,,,
3147,NA,Chicago,IL,,,,
3148,NA,Chicago,IL,,,,
3149,NA,Chicago,IL,,,,
3150,NA,Chicago,IL,,,,
3151,NA,Chicago,IL,,,,
3152,NA,Chicago,IL,,,,
3153,6732 N NEWGARD AVE,Chicago,IL,60626,,,170310106001
3154,6742 N NEWGARD AVE,Chicago,IL,60626,,,170310106001
3155,6742 N NEWGARD AVE,Chicago,IL,60626,,,170310106001
3156,NA,Chicago,IL,,,,
3157,NA,Chicago,IL,,,,
3158,NA,Chicago,IL,,,,
3159,NA,Chicago,IL,,,,
3160,NA,Chicago,IL,,,,
3161,NA,Chicago,IL,,,,
3162,NA,Chicago,IL,,,,
3163,NA,Chicago,IL,,,,
3164,1310 W COLUMBIA AVE,Chicago,IL,60626,,,170310105022
3165,NA,Chicago,IL,,,,
3166,NA,Chicago,IL,,,,
3167,NA,Chicago,IL,,,,
3168,NA,Chicago,IL,,,,
3169,NA,Chicago,IL,,,,
3170,NA,Chicago,IL,,,,
3171,NA,Chicago,IL,,,,
3172,1307 W COLUMBIA AVE,Chicago,IL,60626,,,170310105021
3173,NA,Chicago,IL,,,,
3174,NA,Chicago,IL,,,,
3175,NA,Chicago,IL,,,,
3176,1254 W NORTH SHORE AVE,Chicago,IL,60626,,,170310105021
3177,1234 W NORTH SHORE AVE,Chicago,IL,60626,,,170310105021
3178,NA,Chicago,IL,,,,
3179,NA,Chicago,IL,,,,
3180,NA,Chicago,IL,,,,
3181,NA,Chicago,IL,,,,
3182,NA,Chicago,IL,,,,
3183,NA,Chicago,IL,,,,
3184,NA,Chicago,IL,,,,
3185,NA,Chicago,IL,,,,
3186,6613 N ASHLAND AVE,Chicago,IL,60626,,,170318306001
3187,6611 N ASHLAND AVE,Chicago,IL,60626,,,170318306001
3188,6609 N ASHLAND AVE,Chicago,IL,60626,,,170318306001
3189,6601 N ASHLAND AVE,Chicago,IL,60626,,,170318306001
3190,6654 N BOSWORTH AVE,Chicago,IL,60626,,,170318306001
3191,6618 N BOSWORTH AVE,Chicago,IL,60626,,,170318306001
3192,6604 N BOSWORTH AVE,Chicago,IL,60626,,,170318306001
3193,6613 N GREENVIEW AVE,Chicago,IL,60626,,,170310106003
3194,6642 N NEWGARD AVE,Chicago,IL,60626,,,170310106003
3195,6624 N NEWGARD AVE,Chicago,IL,60626,,,170310106003
3196,NA,Chicago,IL,,,,
3197,NA,Chicago,IL,,,,
3198,6640 N GLENWOOD AVE,Chicago,IL,60626,,,170310106003
3199,NA,Chicago,IL,,,,
3200,NA,Chicago,IL,,,,
3201,NA,Chicago,IL,,,,
3202,NA,Chicago,IL,,,,
3203,NA,Chicago,IL,,,,
3204,NA,Chicago,IL,,,,
3205,NA,Chicago,IL,,,,
3206,NA,Chicago,IL,,,,
3207,NA,Chicago,IL,,,,
3208,NA,Chicago,IL,,,,
3209,NA,Chicago,IL,,,,
3210,NA,Chicago,IL,,,,
3211,NA,Chicago,IL,,,,
3212,1238 W ALBION AVE,Chicago,IL,60626,,,170310105021
3213,1234 W ALBION AVE,Chicago,IL,60626,,,170310105021
3214,NA,Chicago,IL,,,,
3215,NA,Chicago,IL,,,,
3216,NA,Chicago,IL,,,,
3217,NA,Chicago,IL,,,,
3218,NA,Chicago,IL,,,,
3219,NA,Chicago,IL,,,,
3220,NA,Chicago,IL,,,,
3221,NA,Chicago,IL,,,,
3222,NA,Chicago,IL,,,,
3223,6534 N BOSWORTH AVE,Chicago,IL,60626,,,170318306001
3224,NA,Chicago,IL,,,,
3225,NA,Chicago,IL,,,,
3226,6521 N BOSWORTH AVE,Chicago,IL,60626,,,170318306001
3227,6522 N GREENVIEW AVE,Chicago,IL,60626,,,170318306001
3228,NA,Chicago,IL,,,,
3229,NA,Chicago,IL,,,,
3230,NA,Chicago,IL,,,,
3231,NA,Chicago,IL,,,,
3232,NA,Chicago,IL,,,,
3233,NA,Chicago,IL,,,,
3234,NA,Chicago,IL,,,,
3235,NA,Chicago,IL,,,,
3236,NA,Chicago,IL,,,,
3237,NA,Chicago,IL,,,,
3238,NA,Chicago,IL,,,,
3239,NA,Chicago,IL,,,,
3240,6527 N NEWGARD AVE,Chicago,IL,60626,,,170310106003
3241,NA,Chicago,IL,,,,
3242,NA,Chicago,IL,,,,
3243,NA,Chicago,IL,,,,
3244,NA,Chicago,IL,,,,
3245,NA,Chicago,IL,,,,
3246,NA,Chicago,IL,,,,
3247,NA,Chicago,IL,,,,
3248,NA,Chicago,IL,,,,
3249,NA,Chicago,IL,,,,
3250,NA,Chicago,IL,,,,
3251,1240 W ARTHUR AVE,Chicago,IL,60626,,,170310105032
3252,1234 W ARTHUR AVE,Chicago,IL,60626,,,170310105032
3253,6442 N BOSWORTH AVE,Chicago,IL,60626,,,170318306001
3254,6434 N BOSWORTH AVE,Chicago,IL,60626,,,170318306001
3255,NA,Chicago,IL,,,,
3256,NA,Chicago,IL,,,,
3257,NA,Chicago,IL,,,,
3258,NA,Chicago,IL,,,,
3259,NA,Chicago,IL,,,,
3260,NA,Chicago,IL,,,,
3261,NA,Chicago,IL,,,,
3262,NA,Chicago,IL,,,,
3263,NA,Chicago,IL,,,,
3264,NA,Chicago,IL,,,,
3265,6433 N GREENVIEW AVE,Chicago,IL,60626,,,170310106003
3266,6426 N NEWGARD AVE,Chicago,IL,60626,,,170310106003
3267,NA,Chicago,IL,,,,
3268,NA,Chicago,IL,,,,
3269,NA,Chicago,IL,,,,
3270,NA,Chicago,IL,,,,
3271,NA,Chicago,IL,,,,
3272,NA,Chicago,IL,,,,
3273,NA,Chicago,IL,,,,
3274,NA,Chicago,IL,,,,
3275,NA,Chicago,IL,,,,
3276,NA,Chicago,IL,,,,
3277,NA,Chicago,IL,,,,
3278,NA,Chicago,IL,,,,
3279,NA,Chicago,IL,,,,
3280,NA,Chicago,IL,,,,
3281,NA,Chicago,IL,,,,
3282,6442 N GLENWOOD AVE,Chicago,IL,60626,,,170310106003
3283,NA,Chicago,IL,,,,
3284,NA,Chicago,IL,,,,
3285,NA,Chicago,IL,,,,
3286,NA,Chicago,IL,,,,
3287,NA,Chicago,IL,,,,
3288,NA,Chicago,IL,,,,
3289,NA,Chicago,IL,,,,
3290,NA,Chicago,IL,,,,
3291,1345 W ARTHUR AVE,Chicago,IL,60626,,,170310105031
3292,6447 N GLENWOOD AVE,Chicago,IL,60626,,,170310105031
3293,6445 N GLENWOOD AVE,Chicago,IL,60626,,,170310105031
3294,6438 N WAYNE AVE,Chicago,IL,60626,,,170310105031
3295,6430 N WAYNE AVE,Chicago,IL,60626,,,170310105031
3296,6414 N WAYNE AVE,Chicago,IL,60626,,,170310105031
3297,1311 W ARTHUR AVE,Chicago,IL,60626,,,170310105031
3298,6419 N WAYNE AVE,Chicago,IL,60626,,,170310105031
3299,1237 W ARTHUR AVE,Chicago,IL,60626,,,170310105031
3300,6445 N LAKEWOOD AVE,Chicago,IL,60626,,,170310105031
3301,6442 N MAGNOLIA AVE,Chicago,IL,60626,,,170310105031
3302,6459 N MAGNOLIA AVE,Chicago,IL,60626,,,170310105031
3303,6441 N MAGNOLIA AVE,Chicago,IL,60626,,,170310105031
3304,6435 N MAGNOLIA AVE,Chicago,IL,60626,,,170310105031
